,id,foodname,foodtype,recommend,imgurl,price
16,17,蟹肉炒芦笋,粤菜,清甜爽口，鲜上加鲜，芦笋与蟹肉的搭配就是这么完美~,http://img.xiaochushuo.com/web/262532074.jpg!s4,84.89
17,18,金汤鱼,粤菜,用南瓜做的金汤，也特别好吃噢～,http://img.xiaochushuo.com/web/daa8e9bb474edc68dfd96bcc6511530e.jpg!s4,52.11
18,19,黯然销魂叉烧饭,粤菜,"浓油赤酱，蜜汁香甜，皮脆里嫩多汁。
烫几根广东菜心，一个太阳蛋，加一份热腾腾的米饭?。希望你的心灵也能得到慰藉。

蜜汁是爷爷喜欢的口味，以后我们再相见时，我一定做给你吃啊。",http://img.xiaochushuo.com/web/262847456.jpg!s4,88.17
19,20,红烧翅尖,粤菜,一道红烧翅尖，能吃好几碗米饭呢！！,http://img.xiaochushuo.com/web/d15e059c7e9bf17f04469974028c175d.jpg!s4,83.25
20,21,客家腐皮卷,粤菜,"这是一道我最爱的客家菜！
虽然制作过程有那么点小复杂，不过吃起来你就会觉得复杂都值了！",http://img.xiaochushuo.com/web/256506013.jpg!s4,98.58
21,22,葱油鸡,粤菜,鸡腿不再炖着吃，改换蒸着吃，别有一番滋味。这道葱油鸡，做法简单，葱香浓郁，肉质嫩滑，值得一试哦。,http://img.xiaochushuo.com/web/262698019.jpg!s4,30.72
22,23,胡椒猪肚鸡,粤菜,"猪肚包鸡是一道广东省传统的地方名菜，属于粤菜系，又名猪肚包鸡火锅、凤凰投胎，流行于广东的惠州、河源、梅州等粤东一带，是广东客家地区酒席必备的餐前用汤，汤里浓中带清，有浓郁的药材味和胡椒香气。
今天用这款号称“干烧急冷都不破”的坤博砂锅做这道菜，全程利用小火慢炖的方法，和砂锅本身受热时产生的远红外线的特性，即关火后不要马上揭盖，继续焖二十分钟。可以最大化让菜品的营养少流失，出来的肉质细滑鲜美，汤色清爽。",http://img.xiaochushuo.com/web/264516260.jpg!s4,33.34
23,24,家常鸡块,粤菜,美味如此简单～配上米饭，浇上汤汁，能吃两碗?,http://img.xiaochushuo.com/web/d1c88c4eeea69d23eab8f96a1737bf0d.jpg!s4,118.59
24,25,浅湘食光&蜜汁叉烧,粤菜,喜欢吃广东菜?叉烧是典范,http://img.xiaochushuo.com/web/258964954.jpg!s4,114.78
25,26,蜜汁鸡腿,粤菜,甜甜的肉香，啃完鸡腿?，连汤汁也要拌着饭吃，即下饭又好吃?，可以晚上做好，第二天早上装入便当?，微波炉一热，就可以享受美味便当了。,http://img.xiaochushuo.com/web/264258451.jpg!s4,64.93
26,27,芒果黑米椰奶西米露,粤菜,芒果黑米椰奶西米露清香扑鼻，酸酸甜甜，清爽香甜！奶香浓郁，细腻顺滑，清热解毒的美味甜点，也是满记甜品里经典甜点之一。,http://img.xiaochushuo.com/web/262307890.jpg!s4,106.89
27,28,茭白茄子焖肉,粤菜,茭白茄子焖肉，荤素搭配，营养均衡，很美味?,http://img.xiaochushuo.com/web/eb6677beb67c7b99cf8a83cd33de91aa.jpg!s4,117.52
28,29,素炒双丁,粤菜,今天来一道不一样的素炒双丁?,http://img.xiaochushuo.com/web/4714f2110989feb70f24911489871b80.jpg!s4,64.93
29,30,清蒸多宝鱼?,粤菜,跟着我做一道营养价值丰富又简单上手的清蒸多宝鱼吧?,http://img.xiaochushuo.com/web/264755967.jpg!s4,39.89
30,31,三黄鸡炖土豆,粤菜,三黄鸡肉质鲜甜，与土豆一起焖煮，是一道好吃到舔干盘子的下饭菜??,http://img.xiaochushuo.com/web/264593920.jpg!s4,56.73
31,32,经典潮汕菜｜咸菜猪肚汤,粤菜,"不起眼的咸菜，和猪肚是最佳搭档，两者融合程度，似鸡蛋之于西红柿。传统的潮汕咸菜猪肚汤并不难做，最难的是清！洗！猪！肚！猪肚是我迄今为止碰到的最难清洗的食材。
本篇从食材挑选、清洗到烹饪，成功还原了妈妈做的咸菜猪肚汤，不管你是不是潮汕人，照着走一圈准没错。",http://img.xiaochushuo.com/web/263510539.jpg!s4,102.35
32,33,牡蛎炒蛋,粤菜,"发源于福建厦漳泉地带，是闽南，台湾，潮汕等地经典的汉族小吃。起源是沿海地区人民在无法饱食下所发明的替代粮食，是一种贫苦生活的象征。牡蛎蛋据传就是这样的一种在贫穷社会之下所发明的创意料理。 
牡蛎味道有点腥，如何去腥并保持鲜味，牡蛎的新鲜程度至关重要。通常，为了去除腥味，有些厨师会在牡蛎里拌入鸡蛋。在盖掉海蛎腥味的同时，牡蛎也丧失了灵魂。囡姐今天安利给大家的这道牡蛎蛋的做法是把蛋液围在牡蛎的周围，保持了牡蛎的原味，吃起来香鲜细嫩、美味可口。",http://img.xiaochushuo.com/web/264449515.jpg!s4,75.40
33,34,清蒸龙利鱼,粤菜,龙利鱼无骨无刺，味道鲜美，非常适合老人小孩食用。,http://img.xiaochushuo.com/web/264226715.jpg!s4,93.95
34,35,咕咾肉,粤菜,咕咾肉乃广东菜，酸甜可口，肉肉包裹糖醋汁，很是下饭呢?,http://img.xiaochushuo.com/web/240242823.jpg!s4,58.81
35,36,宝宝辅食～田园排骨粥,粤菜,"适合月龄15月+
田园粥是我经常做的一款辅食，简单又有营养。从宝宝8个月开始就经常煲各式各样的田园粥，宝宝也很喜欢，所谓的田园就是指当季蔬菜。如果单单只用蔬菜煲粥，粥就没有那么香，所以我都是用排骨或者骨汤来煲粥，这样不仅增加了粥的香度，更是增加了粥的营养。排骨一定要选择精排，精排肉质更加细嫩，宝宝吃起来也能大快朵颐。
",http://img.xiaochushuo.com/web/256748236.jpg!s4,99.51
36,37,酱焖黄花鱼,粤菜,黄花鱼含蛋白质较高，并含脂肪、灰分、钙、磷、铁、维生素B1、维生素B2、烟酸、碘等，其中磷、碘含量尤高。,http://img.xiaochushuo.com/web/264071776.jpg!s4,85.98
37,38,西兰花炒虾仁,粤菜,西兰花炒虾仁会起到减肥去脂和健脾养胃的作用，味道鲜美可口，是女孩子们的理想美味。,http://img.xiaochushuo.com/web/c3621996109e20c26269691f5e071733.jpg!s4,66.48
38,39,杞子圆肉炖乳鸽,粤菜,"?乳鸽肉不但营养丰富，而且还有补血、活血、养颜的保健功效，是去风解毒，去斑养颜之常用食材。
?枸杞子有护眼明目、补血、降三高、抗衰老的功效。
?桂圆肉有安心宁神、补血养气、益智补脑的功效。

?汤水甜润可口！经常饮用此汤能壮体补肾、健脑补神、提高记忆力、养颜美容、延年益寿等作用。",http://img.xiaochushuo.com/web/264365989.jpg!s4,48.95
39,40,蛤蜊蒸蛋,粤菜,"珍珠聚宝盆也称蛤蜊蒸蛋，蛤蜊是年菜中必有的材料。蛤蜊被称为“天下第一鲜”,蛤蜊炖蛋是粤菜特色之一,味道鲜美,营养丰富,高蛋白,嫩嫩滑滑的,汁渗入蛋中。味道鲜美,营养丰富，高蛋白，嫩嫩滑滑的，汁渗入蛋中。味道鲜美，营养丰富，老少皆宜。",http://img.xiaochushuo.com/web/264783979.jpg!s4,51.38
40,41,盐焗手撕鸡,粤菜,简单快手菜，成功率极高,http://img.xiaochushuo.com/web/264357891.jpg!s4,100.64
41,42,生滚牛肉粥,粤菜,粤式粥，家家有本不同的菜谱，这是我自己的做法。,http://img.xiaochushuo.com/web/263941693.jpg!s4,110.03
42,43,菠萝咕噜肉——水果入菜，一不小心却成了名菜,粤菜,    菠萝古老肉也可以写作菠萝咕噜肉，或者菠萝咕噜肉，是一道传统粤菜。这道菜色泽鲜艳，有红、黄、绿三种颜色，看起来很诱人。盘中的咕噜肉像一个花骨朵儿含苞欲放，咬上一口，香脆酸甜的同时也可以尝出肉的鲜美。,http://img.xiaochushuo.com/web/262590325.jpg!s4,37.28
43,44,香烤巴浪鱼,粤菜,巴浪鱼产量大价格便宜，可以补充蛋白质，补脑益智、祛风除湿、补肾补血。,http://img.xiaochushuo.com/web/e2b577b0aac913b4dd46c8728a425565.jpg!s4,79.70
44,45,生啫蛏子皇,粤菜,砂锅烧热  加少许花生油下蒜子干葱头生姜爆香放新鲜的，蛏子皇  利用蒜子的蒸汽将他焗熟蒜香味很浓  3分钟，原汁原味蒜香味浓郁,http://img.xiaochushuo.com/web/265115968.jpg!s4,84.43
45,46,啤酒五花肉,粤菜,这样做的五花肉软烂可口，非常的美味,http://img.xiaochushuo.com/web/263444255.jpg!s4,84.02
46,47,莴苣炒牛肉,粤菜,莴苣搭配牛肉一起炒，鲜嫩美味,http://img.xiaochushuo.com/web/5ac759f8ffdb994ed52cec4177b0257d.jpg!s4,104.14
47,48,蒜蓉蒸大虾,粤菜,蒜蓉蒸虾不加粉丝是没有灵魂的，刚好买虾的时候也买了花甲，一起蒸味道更鲜哦，如果没有花甲也可以不放，,http://img.xiaochushuo.com/web/264336688.jpg!s4,34.74
48,49,腐竹炒木耳,粤菜,"
腐竹炒木耳是一道简单的家常美食，制作原料主要有腐竹、木耳等，营养丰富，老少皆宜。",http://img.xiaochushuo.com/web/264700628.jpg!s4,105.48
49,50,红烧鸭块,粤菜,广式红烧，味浓而又爽口，添加当季嫩姜，鸭块去骨，啖啖肉，姜和鸭肉互相配合，增香去腥，味道更完美，美味可口。,http://img.xiaochushuo.com/web/265648800.jpg!s4,113.78
50,51,滑蛋牛肉,粤菜,滑蛋牛肉是一道广东的地方特色名菜，属于粤菜菜系中很有特色的菜式之一，滑蛋牛肉以牛肉，鸡蛋为主要材料。属广东家常菜，成菜色泽浅黄，肉质鲜滑，蛋香浓郁。,http://img.xiaochushuo.com/web/daa18cc101c577ae0d153f330fd8ba33.jpg!s4,76.03
51,52,鸡蛋腐竹糖水,粤菜,鸡蛋腐竹糖水，大概是广东人都知道的一款糖水啦！煮起来很简单，是夏日悠闲的午后不二的选择哦！,http://img.xiaochushuo.com/web/263755973.jpg!s4,106.00
52,53,虾仁跑蛋,粤菜,"用最简单的食材，做出简单的美味，
往往最考验食材的新鲜和烹饪者的做菜技巧。
就如用鸡蛋和虾仁两者结合做出来的这道嫩鲜滑爽的“虾仁跑蛋”！颗颗饱满圆润水灵的虾仁邂逅了甜香可口冒着热气儿的滑蛋，整道菜都鲜嫩无比。现在，不用等到去茶餐厅，自己在家也可以做出这样一道Q弹口感的经典粤菜啦！",http://img.xiaochushuo.com/web/264331283.jpg!s4,111.56
53,54,咸蛋黄鸡翅,粤菜,"鸡翅最好吃的做法，可乐鸡翅不是最赞的，咸蛋黄鸡翅那个是真香！
囡姐今天分享给大家的这个咸蛋黄鸡翅，绝对是一道硬核菜啦！金灿灿的色泽，看着就让吃货觉得非常有食欲。浓郁的咸蛋黄裹着腌过的鸡翅，炸过之后金黄又酥脆，十分嫩滑多汁，只要轻轻咬上一口，咸鲜香嫩的口感让人着迷，超级美味， 一盘根本不够吃啊！",http://img.xiaochushuo.com/web/263673286.jpg!s4,118.01
54,55,芋头扣肉,粤菜,第一次做，味道还不错，蒸的时间要长点，皮不够软,http://img.xiaochushuo.com/web/264203486.jpg!s4,47.38
55,56,菜脯蛋卷,粤菜,菜脯蛋卷是潮汕一个特色菜，菜脯就是萝卜干,http://img.xiaochushuo.com/web/262978947.jpg!s4,98.16
56,57,五味鹅（五杯鹅）,粤菜,民间有很多五味鹅的配料表，还有顺德五味鹅、台山五味鹅等各种风格，我家小朋友最喜欢的是按照这个配料表制作的五味鹅，酸酸甜甜很开胃，如果喜欢你也试试吧。,http://img.xiaochushuo.com/web/264554125.jpg!s4,41.30
57,58,白豪银针炖雪梨,粤菜,用茶叶和雪梨一起炖  味道不错可以试试,http://img.xiaochushuo.com/web/262538222.jpg!s4,67.10
58,59,蒜苗炒腊肠,粤菜,比起蒜苗更喜欢蒜苔，刚好没买到蒜苗，就用蒜苔代替吧，跟各种肉类搭配都好吃,http://img.xiaochushuo.com/web/263938075.jpg!s4,109.03
59,60,猪脚醋,粤菜,猪脚醋是一道广东菜。味道又甜有酸很适合坐月子或者来月经的妇女补钙质。,http://img.xiaochushuo.com/web/259766592.jpg!s4,46.62
60,61,紫苏豆豉蒸草鱼,粤菜,这个菜在广东菜中属于较为浓味的菜式。紫苏是一种香料，含有独特的芳香，用来做佐料，芬芳满屋。紫苏还是一味很好的中药哦,http://img.xiaochushuo.com/web/226375461.jpg!s4,90.83
61,62,板栗山药汤,粤菜,休息日喜欢煲煲汤，板栗山药汤做法简单，健脾又美味的汤水。,http://img.xiaochushuo.com/web/262498643.jpg!s4,101.38
62,63,菜粒剁椒鸡蛋炒饭,粤菜,用广东菜心的根去老皮切粒  米饭不可以蒸的太软，切记,http://img.xiaochushuo.com/web/239056891.jpg!s4,89.67
63,64,年年有余之糖醋鱼-年夜饭,粤菜,过年吃鱼，寓意年年有余，这个做法因为多了一层面糊，鱼肉外面酥脆，里面嫩滑，加上酸甜口感，口感很好，,http://img.xiaochushuo.com/web/262466592.jpg!s4,117.14
64,65,清蒸鱼（时间煮雨）,粤菜,简简单单一道清蒸鱼，花费十五分钟便可完成的美味。厨房小白通过这些简单的步骤就可以完成这看似大厨手艺般的时间煮雨（鱼）。nice,http://img.xiaochushuo.com/web/263431507.jpg!s4,108.05
65,66,蒸猪肉,粤菜,蒸猪肉是一道广东菜有很多做法。 这次做的是最基本。欢迎大家学会后，可以加腊肠或者咸鱼。,http://img.xiaochushuo.com/web/259587878.jpg!s4,74.61
66,67,爆炒牛杂,粤菜,牛杂，又称“牛杂碎”，是牛内脏的统称，是发源于老广州地区的一道传统美食。牛杂由于其蛋白质较高，营养丰富，且很容易被胃肠吸收，是有益于健康的绝佳食品。,http://img.xiaochushuo.com/web/264648921.jpg!s4,108.53
67,68,香肠炒荷兰豆,粤菜,荷兰豆在中国叫荷兰豆，荷兰豆在荷兰叫中国豆哈哈哈?,http://img.xiaochushuo.com/web/262527826.jpg!s4,43.74
68,69,炸葱油【简单易做、香的要命】,粤菜,葱油是个家常的东西，却又香的要命。不论是葱油拌面、葱油鸡，还是拌菜里最后那勺热油，亦或是用来炒菜，都是添香添味的好东西。,http://img.xiaochushuo.com/web/264168037.jpg!s4,68.64
69,70,蛋黄焗南瓜,粤菜,外咸里甜、外酥里糯。,http://img.xiaochushuo.com/web/263792697.jpg!s4,106.29
70,71,葱花煎蛋,粤菜,也就是普通广东菜,http://img.xiaochushuo.com/web/260937941.jpg!s4,92.59
71,72,翡翠白玉虾姑汤,粤菜,"原汁原味
鲜美又养眼的
汤菜
营养美味哦",http://img.xiaochushuo.com/web/258815828.jpg!s4,53.29
72,73,椰汁炖排骨,粤菜,夏日想要清淡又营养椰汁炖排骨既是首选,http://img.xiaochushuo.com/web/262990396.jpg!s4,115.54
73,74,翡翠白玉鸭,粤菜,白玉菇在口感表现上更为优越，菇体脆嫩鲜滑，清甜可口，是极具品味的美味佳肴！,http://img.xiaochushuo.com/web/262598910.jpg!s4,100.48
74,75,猪脚姜醋,粤菜,在广东，脚除是坐月子的时候最长实用的补品，一般女性吃比较滋补，酸甜可口很开胃，现在外面二十五一碗，算蛮贵的，还不如自己在家做，一碗的价格就能熬一锅多实惠呀,http://img.xiaochushuo.com/web/262948603.jpg!s4,102.04
75,76,目鱼干炒甜豆,粤菜,目鱼的口感真的很棒，冰箱里的目鱼放太久了，要抓紧吃掉。目鱼的咸遇上甜豆的鲜甜，一道不可错过的家常菜。,http://img.xiaochushuo.com/web/262375753.jpg!s4,89.62
76,77,清炒冬瓜片,粤菜,夏天，冬瓜可以称为消暑的一道菜了，清炒冬瓜片简单易做，还可以拯救你的胃口，提高你的食欲。,http://img.xiaochushuo.com/web/264665038.jpg!s4,78.00
77,78,五指毛桃老鸡汤～广式老火靓汤,粤菜,"五指毛桃煲鸡汤是一道色香味俱全的传统经典的广府汤之一。五指毛桃是广东人最常用的煲汤材料，它本身气味芬芳，且有行气祛湿，舒筋活络，提高免疫力的功效，配以有补益作用的鸡肉，润肺清心的麦冬，补中益气的党参等一起入汤，具有淡淡的芳香味道，清润香甜口感让人不自觉地要多喝几碗！
",http://img.xiaochushuo.com/web/257092123.jpg!s4,102.90
78,79,金针菇炒蛋,粤菜,"?炒蛋一道家常菜，鸡蛋和金针菇，添加了极其鲜味的虾籽，顿时变得不平常！
虾籽又叫虾蛋，是虾的卵加工而成。虾籽分海虾籽、河虾籽两类，凡产虾的地区都能加工虾籽。每年夏秋季节为虾籽加工时期。虾籽及其制品均可做调味品，味道鲜美。",http://img.xiaochushuo.com/web/264898045.jpg!s4,67.03
79,80,牡蛎鱿鱼粥,粤菜,有强肝解毒、净化淤血、滋容养颜的作用，而且牡蛎中所含丰富的牛黄酸有明显的保肝利胆作用，是防治孕期肝内胆汁瘀积症的良药，含磷丰富，由于钙被体内吸收时需要磷的帮助，有利于钙的吸收。,http://img.xiaochushuo.com/web/262932062.jpg!s4,63.26
80,81,白灼大虾,粤菜,最简单的吃法，能保持食物本味，也是最适合小朋友食用的方法。,http://img.xiaochushuo.com/web/264265737.jpg!s4,45.12
81,82,清炒菜心,粤菜,菜心怎么做都好吃，怎么吃都不腻，最喜欢就是宁夏菜心了，脆甜脆甜的。多吃绿色蔬菜对身体好处多多。,http://img.xiaochushuo.com/web/265195867.jpg!s4,89.79
82,83,牛肉炖芋头,粤菜,芋头作为一种营养元素多的食物，成为大家常常吃的食物，芋头的营养元素很丰富，可以当食物来服用，也可以用作药膳主食,http://img.xiaochushuo.com/web/ed31ff2655c50be9017f0bbf86f23d3c.jpg!s4,115.07
83,84,雪花肥牛,粤菜,突然想吃肉多的一道菜，就想做了,http://img.xiaochushuo.com/web/262351025.jpg!s4,76.84
84,85,黄椒炒西兰花,粤菜,西兰花中含有二硫酚硫酮，能抑制体内黑色素的形成，减少黑色素，从而具有美白肌肤的功效。爱美的女性朋友不妨常食西兰花。,http://img.xiaochushuo.com/web/263053940.jpg!s4,45.48
85,86,虾仁鱼丸豆腐粉丝煲,粤菜,"老人儿童都爱吃的营养粉丝煲
",http://img.xiaochushuo.com/web/264428344.jpg!s4,98.13
86,87,素卤拼盘,粤菜,一年四季，卤味在我们生活中都起到了非常重要的作用。很多人喜欢用卤味下酒，很多人喜欢用卤味拌饭；闲在家里吃点卤味打发打发时间，家里来客人了来点卤味招待客人。卤味的菜品总是那么的受欢迎，喜欢吃卤味的人也是非常多的。那么怎么把卤味做的好吃呢？有没有做一道菜里可以吃到多种卤味的呢？答案是肯定的。今天囡姐就和大家分享一道【素卤拼盘】，将各种美味营养的食物一起卤制，再拼制出来。不仅食物非常丰富，营养也更加的齐全，虽然是素的，味道却是杠杠滴呢！,http://img.xiaochushuo.com/web/263023576.jpg!s4,49.68
87,88,青椒炒腐竹,粤菜,这是一道夏天最理想的快手菜啦，不仅营养均衡，还鲜美可口。,http://img.xiaochushuo.com/web/264596808.jpg!s4,79.17
88,89,羊肚菌蒸豆腐,粤菜,"羊肚菌是开春第一鲜，用它做的菜色味道鲜美无比，肉质脆嫩，香甜可口。

羊肚菌是著名的野生食用菌，此菌出时，正是乍暖还寒天气，忽冷忽热时节，流感多发，雾霾阵阵。脾胃一弱，就很容易生病。

大自然就是这样神奇，
身体需要什么就长出来什么，
羊肚菌就是此时护卫生长力的菌子。

羊肚菌味甘，性平。
用以食疗：具有益肠胃、助消化、化痰理气的功效。
抗疫特殊时期，来吃点羊肚菌增强自己免疫力，好让病毒远离我们。",http://img.xiaochushuo.com/web/264182941.jpg!s4,50.11
89,90,自制肠粉,粤菜,身在异乡想念家乡肠粉的味道。所以自己学起来，想吃就能吃。,http://img.xiaochushuo.com/web/262910682.jpg!s4,119.41
90,91,炒合菜,粤菜,这个季节，最适合吃它。午饭做一道食材丰富的炒“合菜”，配上农家乐买的手工大馒头，滋润,http://img.xiaochushuo.com/web/265217855.jpg!s4,88.19
91,92,春笋排骨汤,粤菜,春笋膳食纤维丰富，加了排骨熬汤，吸收排骨的油脂，汤汁清香不油腻，即能瘦身减脂又营养美味！,http://img.xiaochushuo.com/web/264325358.jpg!s4,101.35
92,93,客家酿豆腐,粤菜,客家酿豆腐，这是一道经典的客家名菜，常常出现在客家人的宴客菜桌上。“酿”是一个客家话动词，表示“植入馅料”的意思，“酿豆腐”即“有肉馅的豆腐”之意。酿豆腐鲜嫩滑香、营养丰富，是客家人过年的保留菜式。将火柴盒大小的豆腐中间挖个小洞，将把猪肉鱼肉做成的馅“酿”入其中，再将它们炸成金黄色，加入高汤焖煮，出锅前放入葱花、香油，马上香气四溢，鲜嫩无比。,http://img.xiaochushuo.com/web/248105973.jpg!s4,92.24
93,94,菱角鸡头米,粤菜,"时令鲜品在苏州黎里古镇吃过一次喜欢上了，这时节盛产囤了许多放冰箱，下市也能吃到。两物营养价值高，可上度娘了解。
鲜嫩菱角肉质脆嫩，生食清甜还可炒、红烧肉、熬粥等多种做法。
鸡头米苏州特色，因口感软糯香嫩，可炒，甜品多种做法。营养价值高而闻名，为水中八仙之一",http://img.xiaochushuo.com/web/265064676.jpg!s4,72.81
94,95,清蒸阳澄湖大闸蟹,粤菜,阳澄湖大闸蟹正是食用季节，农历9月的雌蟹、10月的雄蟹，性腺发育最佳。大闸蟹以清蒸最为美味，清蒸大闸蟹是江南地区传统的地方名菜。螃蟹原形原味，色泽橙黄，蟹肉鲜美、煮熟凝结，雌蟹卵金黄色，雄蟹膏白玉状，滋味鲜美，味道醇厚，营养丰富，其做法简单，吃货必备。,http://img.xiaochushuo.com/web/262307966.jpg!s4,107.99
95,96,黄瓜炒肉片,粤菜,黄瓜炒肉片做法简单，营养丰富，十分美味??,http://img.xiaochushuo.com/web/00ca2f6a75cd0d82d4e25f8cfbe4490d.jpg!s4,69.65
96,97,豉汁南瓜蒸排骨,粤菜,豉汁蒸排骨是粤菜中很经典的菜式，加了小南瓜垫底，蒸煮过程豉汁和排骨的味道都渗透到粉粉糯糯南瓜里，出来的效果更是妙不可言，来试试吧！,http://img.xiaochushuo.com/web/aeb22a0a38cb830d0965b0ec61242789.jpg!s4,42.17
97,98,椰子炖鸡,粤菜,夏天就应该喝椰子水呀?椰子炖鸡着实很开胃～,http://img.xiaochushuo.com/web/264715290.jpg!s4,60.05
98,99,香菇蒸鸡,粤菜,还记得第一次吃这道菜是读高中的时候，某天妈妈突然做了这道菜，当时给我的感觉，到现在都还记忆犹新，特别鲜，口感也好，鸡肉嫩滑，香菇鲜淡甜，汤汁拌饭也好吃,http://img.xiaochushuo.com/web/264995259.jpg!s4,115.19
99,100,酸甜咕咾肉,粤菜,酸酸甜甜的咕咾肉，是大人小孩都喜歡的一道菜！它是源自于广东的料理，传统作法需要先制作「酸果」，但自己在家做请求省时间易，只要把蕃茄酱与糖醋水結合就可以。猪肉的软嫩秘诀，就是下锅炸兩次，外皮炸酥脆後再与酱汁拌炒混合。趁著凤梨盛产便宜，入菜好吃又健康！,http://img.xiaochushuo.com/web/262765950.jpg!s4,51.18
100,101,辣炒鸡胗,粤菜,辣炒鸡胗，一道简单的家常菜，只需要几分钟即可上锅食用啦?,http://img.xiaochushuo.com/web/264580596.jpg!s4,54.32
101,102,香煎蚝烙,粤菜,喜欢吃大蚝，酥炸生蚝、姜葱炒蚝、煲仔油焗生蚝、生蚝打边炉（火锅），还有现在要做的香煎蚝烙、香酥下饭，是我最喜欢的吃小蚝仔的做法,http://img.xiaochushuo.com/web/257227616.jpg!s4,74.44
102,103,蜜汁叉烧肉,粤菜,叉烧肉属于粤菜系，主要食材是猪肉经过烧烤。成品色泽红亮，肉嫩鲜香。挑选猪肉可以是里脊，但我喜欢用梅肉这部分，这部分的肉以瘦肉为主，中间略夹一些肥的 脂肪层，肉质特别好味（但如有硬筋，要剔去），而且烧的过程中脂肪层融了，令叉烧内略油脂，口感更香美。,http://img.xiaochushuo.com/web/255240224.jpg!s4,35.63
103,104,冬菇炖鲍参【滋补气血，润肺养颜】,粤菜,在菌类食物当中，冬菇就是典型的代表，有很多人都喜欢吃冬菇，冬菇炖汤已经成为了人们的一种养生方式。可以提高免疫、延缓衰老、防癌抗癌。能起到降血压、降胆固醇、降血脂的作用，又可预防动脉硬化、肝硬化等疾病。,http://img.xiaochushuo.com/web/264591190.jpg!s4,59.90
104,105,可乐鸡腿,粤菜,可乐鸡腿，家里有小朋友的可以学着做,http://img.xiaochushuo.com/web/263410749.jpg!s4,62.02
